,hours_per_week_schedule,bio_count,rate,number_subjects,welcoming_kw,desc_count,num_popular_subjects,experience_kw,postgrad_degree
1371,61,261,45,10,1,9,1,0,1
1372,64,347,40,9,0,6,2,0,0
1373,70,235,50,23,0,12,2,1,0
1374,42,299,40,26,1,8,16,0,1
1375,36,73,55,25,1,4,14,0,0
1376,91,232,45,14,0,6,10,0,0
1377,35,128,35,24,0,5,10,0,0
1378,55,258,30,10,0,6,2,1,1
1379,76,187,35,32,0,11,20,0,0
1380,70,82,95,11,0,7,4,0,1
1381,45,211,29,16,0,8,10,0,1
1382,44,198,30,9,0,3,1,0,0
1383,31,313,35,20,1,6,16,0,1
1384,56,159,50,21,1,6,2,0,1
1385,77,111,40,21,0,8,9,0,0
1386,105,361,35,19,0,9,12,0,1
1387,77,232,60,9,0,10,7,1,1
1388,35,302,40,7,1,5,2,1,1
1389,111,347,60,13,1,7,12,0,1
1390,27,92,50,11,0,8,7,0,0
1391,19,242,40,6,1,7,6,0,1
1392,55,366,35,7,0,10,0,0,1
1393,14,50,35,21,0,7,17,0,1
1394,36,150,25,5,0,4,4,0,1
1395,126,364,150,30,0,7,6,1,0
1396,79,368,37,6,0,6,0,0,1
1397,13,226,42,24,1,4,17,1,1
1398,78,147,40,9,0,9,4,0,0
1399,73,363,45,9,1,7,5,1,0
1400,10,220,45,3,1,8,3,0,0
1401,40,306,85,23,0,8,16,1,1
1402,50,319,55,15,1,8,10,0,0
1403,84,312,30,15,0,9,3,0,1
1404,76,62,30,3,0,5,0,0,1
1405,26,383,120,12,0,12,7,0,1
1406,57,358,60,41,0,6,24,1,0
1407,62,349,50,6,0,12,0,0,0
1408,17,205,120,42,0,5,27,1,0
1409,49,94,60,5,0,4,2,0,1
1410,40,218,40,19,1,6,12,0,0
1411,56,283,65,32,0,10,7,0,0
1412,70,235,50,23,0,12,2,1,0
1413,47,124,35,4,0,7,4,1,0
1414,168,329,100,49,0,10,18,0,0
1415,16,165,50,12,0,2,3,0,0
1416,32,269,40,5,0,5,5,1,0
1417,78,94,45,24,1,3,10,0,1
1418,67,328,55,20,1,9,6,1,1
1419,36,243,40,9,0,8,3,0,0
1420,36,109,50,10,0,7,9,0,1
1421,98,283,65,31,0,9,0,1,1
1422,78,225,60,8,0,10,2,1,1
1423,39,221,28,20,1,12,7,0,1
1424,38,47,35,7,0,5,4,0,1
1425,44,247,40,16,0,5,12,1,1
1426,65,175,55,19,0,9,14,0,0
1427,44,189,30,12,1,5,5,1,0
1428,62,286,35,16,0,4,6,0,1
1429,28,334,40,2,1,11,0,0,0
1430,56,249,45,11,1,8,7,1,0
1431,91,293,30,9,1,12,9,0,0
1432,84,340,235,16,0,12,7,0,0
1433,47,149,30,9,1,8,1,1,0
1434,28,278,20,3,0,8,0,1,1
1435,91,288,30,8,1,4,4,0,0
1436,51,338,30,20,0,8,4,0,0
1437,40,366,45,8,0,3,4,0,1
1438,50,228,70,18,1,7,2,0,1
1439,59,196,40,10,0,6,7,1,0
1440,64,265,37,4,1,4,3,0,0
1441,105,100,40,11,0,6,7,0,1
1442,41,289,30,11,1,7,5,0,0
1443,71,295,50,12,1,10,2,0,1
1444,93,237,30,14,0,7,13,0,0
1445,49,322,35,16,1,10,9,0,1
1446,57,232,20,13,0,10,3,0,0
1447,86,232,35,7,0,11,6,0,0
1448,70,226,60,6,0,5,0,0,1
1449,101,353,75,21,0,8,2,0,0
1450,58,154,30,14,0,11,4,0,1
1451,67,179,45,27,0,8,24,0,0
1452,63,338,40,6,1,7,0,1,0
1453,67,369,35,14,0,9,1,1,1
1454,26,181,55,14,0,5,8,0,0
1455,42,334,35,4,1,3,3,0,0
1456,53,180,50,19,0,7,5,1,0
1457,36,95,60,7,0,11,6,0,1
1458,45,238,25,13,1,8,2,0,0
1459,74,261,60,16,1,10,12,1,0
1460,31,157,40,26,0,5,14,0,0
1461,40,110,35,20,0,5,13,0,1
1462,87,369,95,32,0,7,13,0,1
1463,42,178,55,9,1,8,0,0,0
1464,60,198,60,16,1,10,0,0,1
1465,78,283,35,20,1,10,6,1,1
1466,65,117,50,12,1,7,3,1,1
1467,31,124,50,6,0,7,3,0,0
1468,70,129,50,14,0,3,10,0,0
1469,56,279,70,19,0,7,2,1,1
1470,79,214,25,3,1,5,1,0,0
1471,9,181,90,17,0,9,16,0,1
1472,168,362,100,2,1,13,2,1,1
1473,84,317,40,4,0,8,1,1,1
1474,90,193,300,22,0,7,7,1,1
1475,84,302,50,32,0,5,25,0,0
1476,77,67,18,15,0,3,3,0,1
1477,50,157,30,20,0,10,11,1,0
1478,81,293,45,11,1,9,0,1,0
1479,82,323,60,20,0,9,12,0,0
1480,63,347,34,12,0,8,3,0,0
1481,42,342,75,27,0,9,0,0,1
1482,70,88,40,29,1,8,14,0,0
1483,54,354,50,10,0,8,4,0,0
1484,33,271,30,3,1,8,1,0,0
1485,66,260,30,13,0,6,6,0,0
1486,45,277,40,14,0,13,6,0,1
1487,68,351,40,5,0,11,0,1,0
1488,4,106,50,11,0,7,8,0,1
1489,70,211,50,15,0,8,4,0,1
1490,56,173,45,15,0,4,5,0,0
1491,27,106,20,20,0,2,8,0,0
1492,56,134,40,4,0,9,4,1,0
1493,77,186,50,4,0,5,1,0,1
1494,72,366,50,12,0,8,7,0,1
1495,84,199,30,9,1,5,7,0,0
1496,101,197,45,32,1,9,21,0,0
1497,91,339,50,6,0,10,0,1,0
1498,91,366,65,29,1,4,22,1,0
1499,79,336,65,18,0,4,6,1,0
1500,44,130,40,22,1,8,14,0,1
1501,67,329,40,27,1,3,5,0,1
1502,35,133,25,7,0,6,3,0,1
1503,98,240,75,6,0,7,0,1,1
1504,21,167,65,9,0,6,7,0,0
1505,105,317,55,5,0,7,1,1,1
1506,43,328,40,7,0,2,0,0,0
1507,57,166,40,6,0,8,1,0,0
1508,119,299,120,52,0,8,18,1,1
1509,30,117,15,9,1,3,0,0,0
1510,78,253,60,27,1,9,4,1,1
1511,78,277,40,13,1,8,10,0,1
1512,46,214,50,8,1,6,6,0,0
1513,67,184,75,6,0,10,2,1,1
1514,50,62,50,35,0,4,25,0,1
1515,68,249,35,5,0,5,0,1,1
1516,40,164,40,26,0,7,0,0,0
1517,64,146,35,17,1,8,10,0,1
1518,42,368,25,9,1,6,8,0,0
1519,64,327,50,6,1,6,5,0,0
1520,56,355,40,10,1,8,0,0,0
1521,42,180,60,12,1,7,2,1,1
1522,32,310,85,13,1,8,8,1,0
1523,55,364,39,14,0,5,11,0,1
1524,80,155,175,71,0,4,22,0,1
1525,19,320,55,12,0,9,3,0,1
1526,44,345,25,6,0,11,0,0,0
1527,45,169,60,12,1,9,4,0,0
1528,89,354,95,14,0,11,0,0,1
1529,168,134,40,6,1,8,1,1,1
1530,12,339,70,17,0,5,7,0,1
1531,78,199,65,9,1,5,3,0,0
1532,98,315,45,35,0,11,0,0,1
1533,105,107,60,16,1,8,9,0,0
1534,56,174,75,11,0,8,10,1,1
1535,44,234,30,21,0,8,9,0,1
1536,84,252,25,9,0,7,7,1,0
1537,70,122,100,15,0,9,1,1,1
1538,91,197,25,14,1,9,13,1,1
1539,77,98,38,22,1,4,4,0,1
1540,91,226,75,22,0,7,11,0,0
1541,68,242,25,22,0,3,7,0,0
1542,66,326,45,36,1,10,13,0,1
1543,40,184,75,5,0,9,2,0,1
1544,42,178,55,9,1,8,0,0,0
1545,36,337,41,24,0,9,11,1,0
1546,45,275,45,5,1,9,5,0,1
1547,91,220,65,16,0,6,3,0,1
1548,25,314,35,17,1,6,12,0,0
1549,38,159,40,8,0,6,4,1,1
1550,75,223,20,51,0,10,18,0,1
1551,50,157,50,5,1,4,4,0,1
1552,20,252,45,19,1,11,8,0,0
1553,104,78,25,15,0,6,9,0,1
1554,70,84,60,31,1,2,15,0,1
1555,58,275,40,17,1,7,14,0,0
1556,84,127,40,18,0,7,10,0,1
1557,29,362,40,11,0,9,0,0,0
1558,15,389,45,15,1,12,1,1,1
1559,84,167,35,14,0,6,12,0,0
1560,23,150,60,2,1,4,0,1,1
1561,72,364,90,26,0,10,16,0,1
1562,168,415,60,20,1,12,11,0,0
1563,16,262,30,21,0,4,6,0,0
1564,117,183,35,12,0,6,9,0,0
1565,45,130,30,14,0,2,4,0,1
1566,98,284,80,12,1,5,8,0,0
1567,31,67,40,8,0,4,8,1,1
1568,58,349,81,12,0,6,5,0,1
1569,62,264,90,6,1,10,0,1,1
1570,168,366,30,12,0,9,9,0,0
1571,88,107,60,21,1,9,0,0,1
1572,72,357,55,9,0,9,2,1,1
1573,57,309,45,16,0,4,6,1,0
1574,84,306,200,27,0,8,7,0,1
1575,31,121,50,6,1,6,0,0,1
1576,30,159,35,6,1,9,4,0,0
1577,38,255,40,8,1,9,0,1,1
1578,89,354,95,14,0,11,0,0,1
1579,80,340,100,19,0,11,8,0,1
1580,68,210,40,12,0,7,10,0,0
1581,50,178,49,9,0,9,7,0,1
1582,98,327,85,20,0,7,4,0,1
1583,72,125,41,14,0,3,0,0,1
1584,76,55,70,6,0,8,0,1,1
1585,65,129,50,6,1,6,2,0,0
1586,29,273,45,4,0,5,2,1,1
1587,168,297,300,59,0,6,4,0,0
1588,84,203,150,10,0,7,0,0,1
1589,12,272,45,9,0,5,8,0,0
1590,94,294,40,25,0,9,0,0,1
1591,25,56,45,27,0,6,8,0,0
1592,34,209,26,10,0,7,9,0,1
1593,70,86,50,9,0,10,2,0,1
1594,48,143,70,12,0,3,0,0,0
1595,40,347,250,1,1,6,0,0,0
1596,43,211,20,18,1,5,14,0,1
1597,61,332,29,10,1,10,10,0,0
1598,55,194,40,18,1,4,15,0,1
1599,20,250,59,10,0,7,0,1,0
1600,74,282,38,7,0,8,1,1,1
1601,65,104,65,2,0,10,0,0,1
1602,34,284,30,21,1,7,17,0,1
1603,105,159,80,19,0,10,12,0,1
1604,60,363,40,8,1,10,5,0,0
1605,64,169,40,10,0,6,3,0,1
1606,84,217,40,8,1,7,2,0,0
1607,126,208,20,10,1,6,6,0,0
1608,91,303,38,8,0,5,6,1,1
1609,99,166,45,12,0,5,8,1,1
1610,41,267,200,33,0,9,19,0,0
1611,34,326,60,16,1,9,9,0,1
1612,42,359,45,9,1,9,4,0,0
1613,35,205,30,2,0,10,1,0,1
1614,67,368,135,30,0,3,27,0,0
1615,49,181,49,12,0,5,10,1,1
1616,55,364,39,14,0,5,11,0,1
1617,58,243,35,9,0,10,1,0,1
1618,71,326,250,33,0,9,17,0,1
1619,57,346,40,13,1,4,6,0,1
1620,73,241,30,27,0,9,5,1,1
1621,112,324,49,20,0,7,7,0,0
1622,60,354,55,21,0,11,17,0,0
1623,89,279,50,14,1,6,3,0,0
1624,72,364,29,9,0,10,0,0,0
1625,47,323,89,55,1,7,17,1,1
1626,47,243,35,12,0,7,10,1,1
1627,28,244,75,33,1,8,13,0,1
1628,40,345,55,7,1,9,3,1,1
1629,119,348,60,14,1,8,9,0,0
1630,29,274,80,14,1,8,11,1,1
1631,119,248,45,49,1,10,14,0,1
1632,15,339,70,9,1,11,6,1,1
1633,105,186,35,32,1,7,20,0,0
1634,84,106,45,6,0,8,4,1,1
1635,44,338,35,6,0,5,4,1,0
1636,77,346,65,32,1,5,1,0,1
1637,84,252,60,11,0,8,4,1,1
1638,46,303,30,6,1,7,3,0,1
1639,45,214,150,9,0,5,3,0,0
1640,130,229,65,15,0,8,5,1,1
1641,34,332,90,9,1,4,5,1,0
1642,37,204,175,16,0,9,4,0,0
1643,85,113,65,25,1,6,3,0,1
1644,6,312,70,18,0,9,3,1,0
1645,66,155,60,21,0,6,8,0,1
1646,27,340,25,5,1,4,4,1,0
1647,70,328,36,27,0,9,0,0,1
1648,63,337,48,31,0,9,1,1,1
1649,66,97,79,40,0,10,5,1,1
1650,40,173,60,17,0,7,8,0,1
1651,27,118,80,7,0,7,3,1,1
1652,98,337,35,19,0,7,2,1,0
1653,45,161,60,21,1,8,12,0,1
1654,54,102,28,24,0,7,10,1,0
1655,47,109,50,11,0,3,7,0,0
1656,76,277,47,13,0,9,1,1,0
1657,78,283,35,20,1,10,6,1,1
1658,72,264,35,11,0,7,8,0,0
1659,66,95,125,9,0,11,7,0,0
1660,61,355,40,17,0,11,0,0,0
1661,70,83,50,8,0,9,7,0,0
1662,63,139,100,16,0,9,5,1,0
1663,32,198,60,10,1,6,4,1,1
1664,42,247,40,13,0,8,5,1,1
1665,98,306,30,7,0,5,4,1,0
1666,56,352,60,8,1,5,3,0,0
1667,52,205,45,22,1,10,8,1,1
1668,36,127,30,8,0,8,0,0,0
1669,44,255,50,8,1,8,5,1,0
1670,63,203,50,11,0,7,0,0,0
1671,63,365,45,16,0,8,1,0,1
1672,91,48,80,13,0,4,4,0,1
1673,105,236,32,24,1,4,17,1,0
1674,12,92,90,25,0,10,7,0,1
1675,38,352,45,26,0,7,19,0,1
1676,89,275,65,22,1,9,6,1,1
1677,168,343,70,30,1,9,10,0,1
1678,39,301,50,33,0,7,13,0,1
1679,20,177,40,18,0,10,2,0,1
1680,38,246,30,13,0,7,11,0,0
1681,70,268,40,12,0,7,11,0,1
1682,70,249,45,8,1,8,4,0,1
1683,44,257,45,9,1,8,2,0,1
1684,80,314,67,23,1,6,17,1,1
1685,84,211,40,4,1,5,0,1,1
1686,119,349,99,14,0,10,7,0,0
1687,56,335,22,8,1,7,1,0,1
1688,58,266,40,8,1,9,5,0,0
1689,8,328,55,17,0,10,1,0,0
1690,78,255,40,12,1,9,8,1,0
1691,119,137,150,27,0,10,18,0,1
1692,58,185,32,6,0,7,1,0,1
1693,68,323,95,12,1,8,5,1,1
1694,20,85,40,22,0,5,13,0,0
1695,49,253,40,19,0,11,5,0,1
1696,118,170,35,19,0,8,12,0,0
1697,35,148,50,9,1,4,4,0,1
1698,98,303,30,11,1,10,9,0,0
1699,58,315,65,14,1,5,9,0,0
1700,30,200,60,41,0,8,0,0,1
1701,12,300,45,11,1,3,10,1,0
1702,168,314,30,7,1,2,5,0,0
1703,98,288,30,8,1,7,7,1,0
1704,56,88,40,8,0,4,8,0,1
1705,16,178,65,8,0,6,1,0,1
1706,59,340,40,10,0,10,8,0,0
1707,62,242,30,7,0,10,3,1,1
1708,97,352,30,12,0,6,9,0,0
1709,119,104,60,13,0,9,7,0,0
1710,26,272,30,12,1,6,6,0,1
1711,105,78,40,46,1,9,22,1,0
1712,168,341,30,14,1,6,11,1,0
1713,12,109,35,12,1,7,11,0,1
1714,18,324,80,12,1,4,12,1,1
1715,73,232,95,10,1,9,6,0,1
1716,58,284,25,10,1,8,5,0,0
1717,17,196,40,10,1,8,8,0,1
1718,38,148,60,19,0,5,9,0,1
1719,105,99,50,9,0,3,9,0,0
1720,74,205,45,28,1,5,16,0,1
1721,91,312,120,18,0,8,1,1,0
1722,32,340,75,30,0,9,5,0,0
1723,21,266,50,18,0,11,17,0,1
1724,70,103,50,11,0,8,6,0,1
1725,58,241,55,3,0,11,1,1,1
1726,22,160,50,29,1,7,18,1,1
1727,48,203,50,14,0,10,5,0,0
1728,119,248,45,49,1,10,14,0,1
1729,54,316,78,22,0,6,8,0,0
1730,126,190,45,9,1,4,4,1,0
1731,42,137,40,17,1,8,13,0,0
1732,70,195,50,11,0,12,6,0,1
1733,38,215,70,14,0,8,3,0,0
1734,26,130,125,18,0,11,14,1,1
1735,60,315,35,13,1,7,6,0,0
1736,161,305,60,10,0,6,0,0,0
1737,40,156,65,18,0,7,8,0,1
1738,38,171,25,8,0,5,2,0,1
1739,21,289,40,10,1,8,6,0,0
1740,104,273,45,41,0,9,20,1,1
1741,24,228,45,12,1,6,9,0,1
1742,98,245,25,4,0,5,3,1,0
1743,51,192,50,14,0,7,0,0,1
1744,33,179,60,14,0,6,0,0,1
1745,154,266,30,5,0,6,3,0,1
1746,99,226,80,13,0,6,2,1,0
1747,85,221,50,7,0,10,1,1,1
1748,40,333,40,4,0,5,4,0,1
1749,86,314,40,18,0,4,8,0,1
1750,38,62,30,7,0,3,1,1,1
1751,60,151,36,27,0,8,23,0,1
1752,25,328,45,4,0,4,3,1,1
1753,168,341,25,13,1,8,8,0,1
1754,40,292,40,6,1,9,5,0,0
1755,76,277,47,13,0,9,1,1,0
1756,21,272,45,9,1,10,7,0,0
1757,6,114,25,18,1,8,12,1,1
1758,65,242,25,31,0,8,21,1,0
1759,43,71,40,22,0,7,9,0,1
1760,81,343,180,16,0,11,7,1,0
1761,105,300,75,41,0,8,6,1,1
1762,26,234,40,4,0,4,0,0,0
1763,63,281,40,18,1,4,10,1,0
1764,78,227,40,10,0,7,1,0,0
1765,20,193,35,7,1,6,4,0,1
1766,66,78,30,5,0,6,2,0,0
1767,60,223,50,19,1,10,13,1,1
1768,45,249,30,6,1,8,5,0,1
1769,88,218,50,48,0,8,20,0,1
1770,28,213,20,10,1,6,1,0,0
1771,49,326,25,18,1,6,8,0,0
1772,55,235,35,8,1,9,2,0,0
1773,155,301,30,8,0,5,2,1,0
1774,56,194,65,11,1,10,0,0,0
1775,17,309,80,33,0,8,1,1,1
1776,42,325,50,6,0,6,4,0,0
1777,66,78,30,5,0,6,2,0,0
1778,50,335,40,16,1,12,12,1,1
1779,98,100,60,11,0,8,5,0,0
1780,49,328,65,21,0,6,0,0,1
1781,76,369,55,31,1,7,2,1,0
1782,84,94,30,8,0,4,3,1,0
1783,70,207,35,17,1,10,1,1,1
1784,36,112,50,16,0,11,10,0,1
1785,35,151,40,29,0,10,0,0,0
1786,70,142,85,19,1,5,13,1,1
1787,168,341,50,15,1,11,10,0,1
1788,64,349,35,13,0,4,3,0,0
1789,70,349,59,12,1,10,11,1,0
1790,51,284,35,17,1,5,11,0,0
1791,20,323,55,14,0,11,11,0,1
1792,112,119,75,23,1,8,15,1,0
1793,60,321,30,9,1,7,8,1,0
1794,105,218,40,12,0,5,6,0,0
1795,144,355,45,14,1,12,2,0,1
1796,52,61,45,13,0,7,11,1,1
1797,45,231,25,6,1,10,0,0,0
1798,49,246,25,6,0,9,0,1,1
1799,94,165,23,15,1,4,4,0,0
1800,70,141,45,4,0,13,3,1,1
1801,65,196,45,5,1,9,1,0,1
1802,168,156,70,40,1,8,24,1,1
1803,66,245,47,9,1,10,5,0,1
1804,57,327,85,13,0,9,4,1,0
1805,168,314,30,7,1,2,5,0,0
1806,70,328,95,33,0,7,22,0,0
1807,45,98,30,8,1,11,0,0,0
1808,39,353,30,9,0,5,0,0,0
1809,95,363,36,32,1,10,17,1,1
1810,39,195,60,16,0,4,15,0,1
1811,67,136,30,11,0,3,0,1,1
1812,60,336,60,7,1,8,0,1,0
1813,106,212,50,64,0,8,0,1,0
1814,51,76,35,11,0,7,1,0,1
1815,60,114,45,7,1,5,0,0,1
1816,101,213,40,7,1,4,5,0,0
1817,72,132,100,30,0,14,22,1,0
1818,43,325,60,7,0,9,4,0,0
1819,70,170,60,3,0,4,0,1,1
1820,28,303,50,6,0,9,6,1,1
1821,23,351,40,7,1,3,2,1,0
1822,15,115,25,17,0,8,9,0,1
1823,168,175,65,14,0,8,5,0,0
1824,40,267,70,16,0,2,11,0,1
1825,7,242,65,11,1,5,5,0,1
1826,76,320,55,7,0,9,5,0,0
1827,30,186,25,16,0,9,3,0,1
1828,25,238,30,5,1,8,3,0,1
1829,79,93,30,44,0,5,23,0,0
1830,72,373,28,11,1,8,4,0,0
1831,57,363,35,21,0,5,8,1,0
1832,49,327,120,14,0,9,12,1,0
1833,1,355,40,8,0,4,2,0,0
1834,84,215,50,20,0,4,13,0,0
1835,84,326,50,11,0,11,11,1,0
1836,70,108,45,33,0,6,13,0,1
1837,18,120,40,17,0,8,9,0,1
1838,68,328,25,33,0,9,20,0,1
1839,65,197,40,34,1,5,8,0,0
1840,82,175,150,14,1,10,8,1,1
1841,90,372,100,29,0,10,17,0,0
1842,20,141,275,33,0,5,21,1,0
1843,120,340,48,33,0,5,5,1,0
1844,84,253,30,11,1,5,11,1,0
1845,52,160,60,10,1,5,1,1,0
1846,91,200,55,8,0,4,1,0,0
1847,60,197,55,2,1,9,0,1,0
1848,112,337,50,5,0,4,4,0,1
1849,52,171,40,16,1,9,7,0,1
1850,91,289,35,8,1,9,7,0,1
1851,86,359,80,9,0,4,6,0,1
1852,65,216,60,8,0,5,6,0,0
1853,40,358,75,9,1,10,4,0,1
1854,68,236,38,16,0,5,4,0,0
1855,88,107,60,21,1,9,0,0,1
1856,62,141,40,3,0,4,1,1,0
1857,70,357,40,7,1,6,2,0,0
1858,70,143,60,9,1,12,5,0,1
1859,60,312,40,20,1,10,0,0,1
1860,58,153,30,10,0,4,10,0,0
1861,40,356,45,5,0,6,1,0,1
1862,64,146,35,17,1,8,10,0,1
1863,12,179,55,10,0,9,9,0,0
1864,27,260,35,5,1,6,4,1,0
1865,35,102,25,5,1,8,0,0,0
1866,112,218,36,10,0,12,9,1,0
1867,10,269,40,31,1,9,5,0,1
1868,105,287,36,24,1,5,13,0,1
1869,52,85,45,12,0,5,10,1,1
1870,43,324,40,11,0,9,4,0,0
1871,84,284,80,8,0,6,0,0,1
1872,18,206,25,5,1,8,3,0,1
1873,80,144,50,12,1,5,4,0,0
1874,71,213,55,32,0,9,3,1,1
1875,50,376,50,12,0,11,0,1,1
1876,59,277,35,16,1,8,11,1,0
1877,67,62,31,14,0,3,6,0,1
1878,55,152,50,6,0,7,0,0,1
1879,32,199,55,14,0,10,3,0,1
1880,36,79,55,21,0,10,9,0,1
1881,61,364,35,36,0,6,26,1,0
1882,66,312,45,11,1,8,2,1,1
1883,84,316,35,20,1,5,11,0,1
1884,33,331,40,16,0,6,0,1,1
1885,126,259,10,10,0,5,8,0,1
1886,34,159,40,6,0,3,0,0,0
1887,45,108,35,7,0,3,2,0,1
1888,91,368,30,29,0,9,6,0,0
1889,98,134,40,18,1,7,4,0,1
1890,18,98,25,7,1,7,3,0,0
1891,105,135,49,6,1,8,4,0,0
1892,60,365,60,52,1,8,33,0,1
1893,34,40,80,13,0,9,0,1,0
1894,105,220,35,26,0,3,19,0,1
1895,9,128,68,24,0,5,21,0,1
1896,26,207,42,20,1,9,8,1,0
1897,56,88,10,2,0,7,2,0,0
1898,70,81,50,8,0,7,1,0,1
1899,66,118,35,24,0,4,10,0,1
1900,45,101,40,45,0,7,12,0,0
1901,15,145,45,12,1,12,5,0,0
1902,60,109,45,16,0,9,1,0,1
1903,35,348,35,5,0,5,5,0,0
1904,99,131,50,35,1,14,16,0,0
1905,106,255,35,13,1,10,7,0,1
1906,64,347,40,9,0,6,2,0,0
1907,6,108,55,13,0,6,0,0,1
1908,49,341,75,13,0,12,10,0,1
1909,69,237,35,36,1,7,24,0,1
1910,22,246,45,7,1,6,7,0,0
1911,70,168,60,16,1,3,1,0,1
1912,44,130,40,22,1,8,14,0,1
1913,45,249,30,6,1,8,5,0,1
1914,77,210,32,9,0,5,3,0,0
1915,49,264,60,15,1,9,1,0,0
1916,25,283,150,21,0,9,14,0,1
1917,88,358,40,4,0,6,3,1,0
1918,30,205,95,11,0,10,8,0,0
1919,168,176,60,26,0,8,22,0,1
1920,15,294,40,24,1,10,22,0,0
1921,67,328,55,20,1,9,6,1,1
1922,39,259,45,17,1,4,7,0,1
1923,86,164,65,33,0,7,8,0,1
1924,50,214,85,9,1,8,2,0,1
1925,16,294,50,20,1,9,10,1,1
1926,47,336,80,20,0,10,13,0,0
1927,18,265,35,15,1,5,7,0,0
1928,62,244,60,12,0,14,9,0,0
1929,105,347,59,15,0,10,11,1,0
1930,35,342,70,33,0,7,22,0,1
1931,18,207,35,7,0,4,0,1,0
1932,25,299,55,28,0,8,5,0,1
1933,105,252,45,19,1,6,15,0,0
1934,80,321,40,10,0,7,0,0,1
1935,47,278,30,10,0,8,9,1,0
1936,34,215,45,16,0,6,7,1,1
1937,74,283,65,17,0,5,5,0,0
1938,45,240,60,9,1,8,6,0,1
1939,92,104,25,11,0,4,10,0,0
1940,77,326,75,15,0,9,7,0,0
1941,50,373,50,9,0,4,9,1,1
1942,51,321,45,15,1,6,2,0,0
1943,67,326,45,23,0,7,20,0,0
1944,29,123,35,14,1,8,0,0,1
1945,34,138,35,21,0,9,13,0,0
1946,14,50,35,21,0,7,17,0,1
1947,0,107,65,19,1,8,2,0,0
1948,53,203,45,20,1,4,7,1,0
1949,77,335,75,18,1,8,0,0,1
1950,137,100,45,11,1,5,11,1,0
1951,79,225,55,13,0,9,2,0,1
1952,38,246,40,10,1,7,8,0,1
1953,54,153,45,5,1,6,1,0,0
1954,83,169,40,12,0,2,10,0,1
1955,45,133,30,14,1,9,8,0,0
1956,43,256,60,14,1,10,12,0,1
1957,68,336,40,27,0,8,0,0,1
1958,69,332,45,9,1,8,5,1,1
1959,105,277,35,13,1,6,2,0,0
1960,42,351,50,4,0,9,1,0,0
1961,67,205,50,13,1,8,7,1,0
1962,108,111,50,23,0,11,16,0,1
1963,63,364,34,6,0,12,3,1,0
1964,53,342,45,6,1,5,5,1,0
1965,61,78,45,3,1,5,1,0,0
1966,15,209,40,10,0,9,2,0,0
1967,8,140,65,16,1,10,7,0,1
1968,43,202,60,23,1,4,18,1,1
1969,73,141,40,33,0,8,4,0,0
1970,76,169,65,6,1,5,0,0,1
1971,72,215,30,13,0,8,11,0,0
1972,56,228,80,15,0,9,13,0,1
1973,33,224,43,18,0,6,3,0,1
1974,112,198,120,15,1,10,7,0,1
1975,42,54,40,7,0,7,7,0,0
1976,36,175,50,22,0,7,5,1,1
1977,32,223,150,19,0,6,12,0,1
1978,24,134,60,23,0,8,16,0,0
1979,13,238,40,16,0,5,12,0,1
1980,47,77,40,7,0,4,5,1,0
1981,84,297,30,19,1,7,11,0,1
1982,48,122,60,11,0,8,5,0,1
1983,58,276,100,8,1,12,6,0,0
1984,53,263,40,5,0,4,1,0,1
1985,34,332,90,9,1,4,5,1,0
1986,51,335,40,6,1,5,2,0,1
1987,84,364,60,16,0,6,16,0,1
1988,63,219,40,12,0,9,0,0,1
1989,64,343,150,4,0,12,0,0,0
1990,46,340,35,19,0,9,7,0,0
1991,48,277,50,13,0,8,3,0,0
1992,15,162,30,17,0,9,15,0,1
1993,37,182,55,14,0,4,0,0,1
1994,6,126,40,36,0,5,21,0,1
1995,60,157,50,11,1,3,1,0,0
1996,49,307,39,5,0,5,0,0,1
1997,45,173,70,23,0,9,14,0,0
1998,75,203,65,18,0,8,3,0,1
1999,54,121,40,7,1,10,0,0,0
2000,61,147,40,13,1,8,11,0,1
2001,40,223,50,19,1,4,0,0,1
2002,65,328,35,12,0,8,8,0,1
2003,78,295,40,15,1,6,9,0,0
2004,98,136,20,6,0,12,0,0,0
2005,44,191,45,5,1,9,5,0,0
2006,17,284,20,19,1,9,4,0,1
2007,70,148,40,14,0,11,4,0,1
2008,42,348,30,6,1,8,5,1,0
2009,84,307,30,18,0,5,2,0,0
2010,6,183,60,4,0,2,0,0,0
2011,28,168,30,29,1,8,15,0,1
2012,48,238,50,4,1,6,0,1,0
2013,62,325,25,9,1,6,1,0,0
2014,60,335,30,16,0,2,10,0,1
2015,66,364,35,20,0,10,4,0,0
2016,82,348,60,23,0,6,17,0,1
2017,58,243,35,9,0,10,1,0,1
2018,51,110,45,7,0,6,7,0,0
2019,84,126,45,8,0,6,8,0,1
2020,36,323,50,26,0,8,18,1,1
2021,49,207,60,12,0,5,0,0,1
2022,104,78,25,15,0,6,9,0,1
2023,40,114,30,14,0,9,6,0,0
2024,44,137,50,9,1,7,5,0,1
2025,35,338,50,32,1,11,15,1,1
2026,72,314,55,6,0,4,4,0,0
2027,45,108,35,7,0,3,2,0,1
2028,16,313,50,5,1,5,5,1,0
2029,58,241,55,3,0,11,1,1,1
2030,51,218,40,26,1,5,16,0,1
2031,50,51,50,14,0,7,3,0,1
2032,29,377,75,8,0,7,5,0,0
2033,91,301,50,12,1,10,0,0,1
